,naic_cd,naics_code_description,total_flsa_bw_atp_amt,total_flsa_ee_atp_cnt,total_observations,num_firms,num_establishments,num_employed,payroll,receipts,flsa_severity_idx,flsa_reported_rt,flsa_suscptbl_idx
"('561611', 'Investigation Services')",561611,Investigation Services,4475.88,5.0,59,18641,19627,145491,4537968,12096143,0.0307639647813,0.405523365706,0.0758623728814
"('561612', 'Security Guards and Patrol Services')",561612,Security Guards and Patrol Services,0.0,0.0,3021,20383,27393,1377046,29436160,46709467,,2.19382649527,
"('561613', 'Armored Car Services')",561613,Armored Car Services,0.0,0.0,50,493,1670,34314,1763073,2285991,,1.45713120009,
"('56162', 'Security Systems Services')",56162,Security Systems Services,0.0,0.0,101,35922,38438,349383,13842849,45346279,,0.289081037143,
"('561621', 'Security Systems Services (except Locksmiths)')",561621,Security Systems Services (except Locksmiths),536.47,1.0,235,20860,23132,287378,11787769,38605315,0.00186677477051,0.817738309822,0.00228285106383
"('561622', 'Locksmiths')",561622,Locksmiths,1513.25,1.5,28,15072,15306,61925,2050072,6714494,0.0244368187323,0.452159870811,0.0540446428571
"('5617', 'Services to Buildings and Dwellings')",5617,Services to Buildings and Dwellings,0.0,0.0,62,679463,695255,5195530,123629331,344363170,,0.0119333350014,
"('56171', 'Exterminating and Pest Control Services')",56171,Exterminating and Pest Control Services,340.33,1.0,30,41834,46297,300264,10153067,25714604,0.00113343590973,0.0999120773719,0.0113443333333
"('561710', 'Exterminating and Pest Control Services')",561710,Exterminating and Pest Control Services,1392.29,2.0,207,41834,46297,300264,10153067,25714604,0.0046368862068,0.689393333866,0.00672603864734
"('56172', 'Janitorial Services')",56172,Janitorial Services,0.0,0.0,646,194859,201424,2607541,43394647,99370654,,0.247742988509,
"('561720', 'Janitorial Services')",561720,Janitorial Services,0.0,0.0,2882,194859,201424,2607541,43394647,99370654,,1.10525587134,
"('56173', 'Landscaping Services')",56173,Landscaping Services,191.39,1.0,337,361396,365060,1893366,58928187,184477658,0.000101084523542,0.177989886794,0.000567922848665
"('561730', 'Landscaping Services')",561730,Landscaping Services,0.0,0.0,2029,361396,365060,1893366,58928187,184477658,,1.07163644008,
"('56174', 'Carpet and Upholstery Cleaning Services')",56174,Carpet and Upholstery Cleaning Services,933.825,1.0,44,34442,34948,167693,4254185,12847210,0.00556865820279,0.262384237863,0.0212232954545
"('561740', 'Carpet and Upholstery Cleaning Services')",561740,Carpet and Upholstery Cleaning Services,593.925,1.0,140,34442,34948,167693,4254185,12847210,0.00354173996529,0.834858938656,0.00424232142857
"('56179', 'Other Services to Buildings and Dwellings')",56179,Other Services to Buildings and Dwellings,240.12,1.0,81,47110,47526,226666,6899245,21953044,0.00105935605693,0.357353992218,0.00296444444444
"('561790', 'Other Services to Buildings and Dwellings')",561790,Other Services to Buildings and Dwellings,197.09,1.0,218,47110,47526,226666,6899245,21953044,0.000869517263286,0.96176753461,0.000904082568807
"('5619', 'Other Support Services')",5619,Other Support Services,0.0,0.0,15,73140,78153,889233,30658923,116948484,,0.0168684697936,
"('56191', 'Packaging and Labeling Services')",56191,Packaging and Labeling Services,2583.675,3.0,20,7059,7362,146968,4082025,16799982,0.0175798473137,0.136084045507,0.12918375
"('561910', 'Packaging and Labeling Services')",561910,Packaging and Labeling Services,0.0,0.0,73,7059,7362,146968,4082025,16799982,,0.496706766099,
"('56192', 'Convention and Trade Show Organizers')",56192,Convention and Trade Show Organizers,0.0,0.0,5,15877,16584,209764,7831658,30611248,,0.0238363112832,
"('561920', 'Convention and Trade Show Organizers')",561920,Convention and Trade Show Organizers,148.83,1.0,13,15877,16584,209764,7831658,30611248,0.000709511641654,0.0619744093362,0.0114484615385
"('56199', 'All Other Support Services')",56199,All Other Support Services,0.0,0.0,41,50234,54207,532501,18745240,69537254,,0.0769951605725,
"('561990', 'All Other Support Services')",561990,All Other Support Services,64.5,1.0,151,50234,54207,532501,18745240,69537254,0.000121126533096,0.283567542596,0.000427152317881
"('5621', 'Waste Collection')",5621,Waste Collection,0.0,0.0,22,29650,34244,488672,20563752,97751709,,0.0450199724969,
"('56211', 'Waste Collection')",56211,Waste Collection,0.0,0.0,99,29650,34244,488672,20563752,97751709,,0.202589876236,
"('562111', 'Solid Waste Collection')",562111,Solid Waste Collection,0.0,0.0,290,24628,28800,437040,18385278,88565333,,0.663554823357,
"('562112', 'Hazardous Waste Collection')",562112,Hazardous Waste Collection,0.0,0.0,37,1384,1679,21180,988376,3834997,,1.74693106704,
"('562119', 'Other Waste Collection')",562119,Other Waste Collection,0.0,0.0,97,3681,3765,25630,991594,4388232,,3.78462738978,
"('5622', 'Waste Treatment and Disposal')",5622,Waste Treatment and Disposal,1173.14,1.0,23,5983,8452,142543,6943642,34770198,0.00823007794139,0.161354819248,0.0510060869565
"('56221', 'Waste Treatment and Disposal')",56221,Waste Treatment and Disposal,0.0,0.0,24,5983,8452,142543,6943642,34770198,,0.168370246171,
"('562211', 'Hazardous Waste Treatment and Disposal')",562211,Hazardous Waste Treatment and Disposal,0.0,0.0,61,1649,2496,58353,2995710,12805523,,1.04536184943,
"('562212', 'Solid Waste Landfill')",562212,Solid Waste Landfill,0.0,0.0,17,3294,4595,62094,2759596,14440621,,0.273778464908,
"('562213', 'Solid Waste Combustors and Incinerators')",562213,Solid Waste Combustors and Incinerators,0.0,0.0,1,283,394,9390,611089,4205383,,0.10649627263,
"('562219', 'Other Nonhazardous Waste Treatment and Disposal')",562219,Other Nonhazardous Waste Treatment and Disposal,420.0,1.0,41,832,967,10913,571934,3288245,0.0384862091084,3.75698707963,0.010243902439
"('5629', 'Remediation and Other Waste Management Services')",5629,Remediation and Other Waste Management Services,0.0,0.0,19,30584,32808,346782,14559788,53036064,,0.0547894642744,
"('56291', 'Remediation Services')",56291,Remediation Services,0.0,0.0,17,10884,12208,189317,8592967,28940790,,0.0897964789216,
"('562910', 'Remediation Services')",562910,Remediation Services,0.0,0.0,101,10884,12208,189317,8592967,28940790,,0.533496727711,
"('56292', 'Materials Recovery Facilities')",56292,Materials Recovery Facilities,0.0,0.0,6,3295,3701,44632,1738473,10625816,,0.134432694031,
"('562920', 'Materials Recovery Facilities')",562920,Materials Recovery Facilities,72.0,1.0,33,3295,3701,44632,1738473,10625816,0.00161319232837,0.739379817172,0.00218181818182
"('56299', 'All Other Waste Management Services')",56299,All Other Waste Management Services,0.0,0.0,19,16448,16899,112833,4228348,13469458,,0.168390453148,
"('562991', 'Septic Tank and Related Services')",562991,Septic Tank and Related Services,1397.04,2.0,48,13093,13333,77396,2808128,9354997,0.0180505452478,0.620187089772,0.029105
"('562998', 'All Other Miscellaneous Waste Management Services')",562998,All Other Miscellaneous Waste Management Services,1.625,0.5,72,3376,3566,35437,1420220,4114461,4.58560261873e-05,2.03177469876,2.25694444444e-05
"('6111', 'Elementary and Secondary Schools')",6111,Elementary and Secondary Schools,694.745,1.0,24,63920,70258,2465383,70868989,183629899,0.000281800028637,0.00973479577007,0.0289477083333
"('61111', 'Elementary and Secondary Schools')",61111,Elementary and Secondary Schools,0.0,0.0,44,63920,70258,2465383,70868989,183629899,,0.0178471255785,
"('611110', 'Elementary and Secondary Schools')",611110,Elementary and Secondary Schools,87.36,1.0,215,63920,70258,2465383,70868989,183629899,3.54346566031e-05,0.0872075454402,0.000406325581395
"('6112', 'Junior Colleges')",6112,Junior Colleges,988.33,0.5,4,1517,2399,193254,5698840,16424225,0.00511415028926,0.0206981485506,0.2470825
"('61121', 'Junior Colleges')",61121,Junior Colleges,0.0,0.0,9,1517,2399,193254,5698840,16424225,,0.0465708342389,
"('611210', 'Junior Colleges')",611210,Junior Colleges,0.0,0.0,24,1517,2399,193254,5698840,16424225,,0.124188891304,
"('6113', 'Colleges, Universities, and Professional Schools')",6113,"Colleges, Universities, and Professional Schools",0.0,0.0,24,7498,10730,3295740,109262423,345133900,,0.00728212783775,
"('61131', 'Colleges, Universities, and Professional Schools')",61131,"Colleges, Universities, and Professional Schools",630.5,1.0,50,7498,10730,3295740,109262423,345133900,0.000191307566738,0.015171099662,0.01261
"('611310', 'Colleges, Universities, and Professional Schools')",611310,"Colleges, Universities, and Professional Schools",0.0,0.0,353,7498,10730,3295740,109262423,345133900,,0.107107963614,
"('6114', 'Business Schools and Computer and Management Training')",6114,Business Schools and Computer and Management Training,10831.78,14.0,2,27284,28972,201808,9704704,29604173,0.0536736898438,0.00991040989455,5.41589
"('61141', 'Business and Secretarial Schools')",61141,Business and Secretarial Schools,0.0,0.0,3,1296,1620,29235,814587,2557157,,0.102616726526,
"('611410', 'Business and Secretarial Schools')",611410,Business and Secretarial Schools,2661.01,7.5,6,1296,1620,29235,814587,2557157,0.0910213784847,0.205233453053,0.443501666667
"('61142', 'Computer Training')",61142,Computer Training,8353.17,6.5,8,7343,7932,58512,2882282,8334731,0.142759946678,0.136724090785,1.04414625
"('611420', 'Computer Training')",611420,Computer Training,0.0,0.0,11,7343,7932,58512,2882282,8334731,,0.187995624829,
"('61143', 'Professional and Management Development Training')",61143,Professional and Management Development Training,4628.86,17.0,2,18672,19420,107966,5730262,17870272,0.0428733119686,0.0185243502584,2.31443
"('611430', 'Professional and Management Development Training')",611430,Professional and Management Development Training,0.0,0.0,25,18672,19420,107966,5730262,17870272,,0.23155437823,
"('6115', 'Technical and Trade Schools')",6115,Technical and Trade Schools,6944.88,6.0,13,25625,29179,338852,11017369,35297100,0.0204953194905,0.038364831844,0.534221538462
"('61151', 'Technical and Trade Schools')",61151,Technical and Trade Schools,645.4,1.0,15,25625,29179,338852,11017369,35297100,0.00190466634401,0.0442671136661,0.0430266666667
"('611511', 'Cosmetology and Barber Schools')",611511,Cosmetology and Barber Schools,3447.51,2.0,47,5480,6410,50574,1297247,3956924,0.068167635544,0.929331276941,0.0733512765957
"('611512', 'Flight Training')",611512,Flight Training,0.0,0.0,23,3188,3497,41188,1622440,6366591,,0.558415072351,
"('611513', 'Apprenticeship Training')",611513,Apprenticeship Training,0.0,0.0,4,4460,5110,47364,1345507,4679161,,0.0844523266616,
"('611519', 'Other Technical and Trade Schools')",611519,Other Technical and Trade Schools,5741.105,4.0,78,12519,14162,197523,6702590,20148195,0.0290655012328,0.394890721587,0.0736039102564
"('6116', 'Other Schools and Instruction')",6116,Other Schools and Instruction,119.825,0.5,26,140702,147117,1008144,17176166,54637798,0.000118857028361,0.0257899665127,0.00460865384615
"('61161', 'Fine Arts Schools')",61161,Fine Arts Schools,12303.76,13.0,1,42744,43252,263508,3778077,12016082,0.0466921687387,0.00379495119693,12.30376
"('611610', 'Fine Arts Schools')",611610,Fine Arts Schools,0.0,0.0,6,42744,43252,263508,3778077,12016082,,0.0227697071816,
"('61162', 'Sports and Recreation Instruction')",61162,Sports and Recreation Instruction,798.805,1.0,22,46911,47872,268176,4300559,14190389,0.00297865953702,0.0820356780622,0.0363093181818
"('611620', 'Sports and Recreation Instruction')",611620,Sports and Recreation Instruction,0.0,0.0,89,46911,47872,268176,4300559,14190389,,0.331871606706,
"('61163', 'Language Schools')",61163,Language Schools,10113.4,22.0,3,4316,4771,50367,901812,2458313,0.200794170786,0.0595628089821,3.37113333333
"('611630', 'Language Schools')",611630,Language Schools,0.0,0.0,6,4316,4771,50367,901812,2458313,,0.119125617964,
"('61169', 'All Other Schools and Instruction')",61169,All Other Schools and Instruction,610.37,1.0,39,46770,51222,423131,8158013,25873134,0.00144250834848,0.0921700371752,0.0156505128205
"('611691', 'Exam Preparation and Tutoring')",611691,Exam Preparation and Tutoring,801.01,1.0,17,22634,26241,267477,4054745,11093946,0.00299468739368,0.0635568665717,0.0471182352941
"('611692', 'Automobile Driving Schools')",611692,Automobile Driving Schools,2878.38,3.0,19,8804,9135,50980,936786,2568555,0.0564609650843,0.372695174578,0.151493684211
"('611699', 'All Other Miscellaneous Schools and Instruction')",611699,All Other Miscellaneous Schools and Instruction,891.465,1.0,118,15341,15846,104667,3166347,12210435,0.00851715440397,1.12738494463,0.00755478813559
"('6117', 'Educational Support Services')",6117,Educational Support Services,74.92,1.0,5,23686,25322,209399,8184735,30744729,0.000357785853801,0.0238778599707,0.014984
"('61171', 'Educational Support Services')",61171,Educational Support Services,375.53,2.0,17,23686,25322,209399,8184735,30744729,0.00179337055096,0.0811847239003,0.02209
"('611710', 'Educational Support Services')",611710,Educational Support Services,0.0,0.0,65,23686,25322,209399,8184735,30744729,,0.310412179619,
"('6211', 'Offices of Physicians')",6211,Offices of Physicians,702.68,1.0,151,748514,822028,6808459,473940466,1089918960,0.00010320690776,0.0221782932085,0.00465350993377
"('62111', 'Offices of Physicians')",62111,Offices of Physicians,1390.81,2.0,418,748514,822028,6808459,473940466,1089918960,0.000204276768062,0.0613942156368,0.00332729665072
"('621111', 'Offices of Physicians (except Mental Health Specialists)')",621111,Offices of Physicians (except Mental Health Specialists),1545.245,3.0,1608,706177,778667,6655386,466640111,1072985414,0.000232179621137,0.241608826295,0.000960973258706
"('621112', 'Offices of Physicians, Mental Health Specialists')",621112,"Offices of Physicians, Mental Health Specialists",1912.92,3.0,117,42552,43361,153073,7300355,16933546,0.0124967825809,0.764341196684,0.0163497435897
"('6212', 'Offices of Dentists')",6212,Offices of Dentists,1971.24,2.0,89,478919,495155,3131358,132808525,356101319,0.000629516011903,0.0284221733829,0.0221487640449
"('62121', 'Offices of Dentists')",62121,Offices of Dentists,2526.675,3.0,132,478919,495155,3131358,132808525,356101319,0.000806894325082,0.0421542346803,0.0191414772727
"('621210', 'Offices of Dentists')",621210,Offices of Dentists,1191.13,3.0,1035,478919,495155,3131358,132808525,356101319,0.000380387678445,0.330527521925,0.00115085024155
"('6213', 'Offices of Other Health Practitioners')",6213,Offices of Other Health Practitioners,1671.25,1.0,19,447475,477876,2137806,68417447,184687644,0.000781759429995,0.00888761655641,0.0879605263158
"('62131', 'Offices of Chiropractors')",62131,Offices of Chiropractors,3589.185,2.5,28,149360,150707,488767,12755138,40603634,0.0073433456023,0.0572870099659,0.128185178571
"('621310', 'Offices of Chiropractors')",621310,Offices of Chiropractors,1213.43,2.0,178,149360,150707,488767,12755138,40603634,0.0024826348751,0.364181706212,0.00681702247191
"('62132', 'Offices of Optometrists')",62132,Offices of Optometrists,2751.0,3.0,56,73289,78906,398096,12792437,41371780,0.00691039347293,0.140669587235,0.049125
"('621320', 'Offices of Optometrists')",621320,Offices of Optometrists,692.855,2.0,208,73289,78906,398096,12792437,41371780,0.00174042190828,0.522487038302,0.00333103365385
"('62133', 'Offices of Mental Health Practitioners (except Physicians)')",62133,Offices of Mental Health Practitioners (except Physicians),56.0,1.0,20,60154,62289,216492,7195172,17097738,0.00025867006633,0.0923821665466,0.0028
"('621330', 'Offices of Mental Health Practitioners (except Physicians)')",621330,Offices of Mental Health Practitioners (except Physicians),629.675,1.0,52,60154,62289,216492,7195172,17097738,0.00290853703601,0.240193633021,0.0121091346154
"('62134', 'Offices of Physical, Occupational and Speech Therapists, and Audiologists')",62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",445.77,1.0,48,84504,103069,697976,24111857,52793126,0.000638660928169,0.0687702729034,0.009286875
"('621340', 'Offices of Physical, Occupational and Speech Therapists, and Audiologists')",621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",1420.93,2.0,173,84504,103069,697976,24111857,52793126,0.00203578633076,0.247859525256,0.00821346820809
"('62139', 'Offices of All Other Health Practitioners')",62139,Offices of All Other Health Practitioners,927.93,2.0,45,80371,82905,317267,11562843,32521724,0.00292476053293,0.141836371258,0.0206206666667
"('621391', 'Offices of Podiatrists')",621391,Offices of Podiatrists,2854.42,3.0,45,32472,34409,141548,5147396,14825656,0.0201657388306,0.317913358013,0.0634315555556
"('621399', 'Offices of All Other Miscellaneous Health Practitioners')",621399,Offices of All Other Miscellaneous Health Practitioners,1366.4,3.0,159,47911,48496,175532,6415447,17696068,0.00778433561972,0.905817742634,0.00859371069182
"('6214', 'Outpatient Care Centers')",6214,Outpatient Care Centers,2034.725,2.5,42,51980,88792,1794529,76361352,199397657,0.00113384904897,0.0234044699194,0.0484458333333
"('62141', 'Family Planning Centers')",62141,Family Planning Centers,0.0,0.0,1,5237,7756,62278,1998979,4926036,,0.0160570345869,
"('621410', 'Family Planning Centers')",621410,Family Planning Centers,0.0,0.0,8,5237,7756,62278,1998979,4926036,,0.128456276695,
"('62142', 'Outpatient Mental Health and Substance Abuse Centers')",62142,Outpatient Mental Health and Substance Abuse Centers,5912.23,7.0,53,15480,26335,514800,16079567,35446704,0.0114845182595,0.102952602953,0.111551509434
"('621420', 'Outpatient Mental Health and Substance Abuse Centers')",621420,Outpatient Mental Health and Substance Abuse Centers,2049.3,3.0,140,15480,26335,514800,16079567,35446704,0.00398076923077,0.27195027195,0.0146378571429
"('62149', 'Other Outpatient Care Centers')",62149,Other Outpatient Care Centers,1783.97,3.0,31,31883,54701,1217451,58282806,159024917,0.00146533207497,0.0254630371161,0.0575474193548
"('621491', 'HMO Medical Centers')",621491,HMO Medical Centers,3217.66,4.0,75,538,1480,67364,3613571,12752373,0.0477652752212,1.11335431388,0.0429021333333
"('621492', 'Kidney Dialysis Centers')",621492,Kidney Dialysis Centers,163.24,1.0,47,1665,9459,97944,6943993,25604702,0.00166666666667,0.479866045904,0.00347319148936
"('621493', 'Freestanding Ambulatory Surgical and Emergency Centers')",621493,Freestanding Ambulatory Surgical and Emergency Centers,1952.61,4.0,53,12284,15106,269500,12584704,42538723,0.00724530612245,0.196660482375,0.0368416981132
"('621498', 'All Other Outpatient Care Centers')",621498,All Other Outpatient Care Centers,2342.84,3.0,201,17721,28656,717977,35120869,77981067,0.00326311288523,0.279953257556,0.011655920398
"('6215', 'Medical and Diagnostic Laboratories')",6215,Medical and Diagnostic Laboratories,167.85,0.5,20,29035,40675,585794,33416452,101531838,0.000286534174129,0.034141694862,0.0083925
"('62151', 'Medical and Diagnostic Laboratories')",62151,Medical and Diagnostic Laboratories,871.14,1.0,73,29035,40675,585794,33416452,101531838,0.0014871098031,0.124617186246,0.0119334246575
"('621511', 'Medical Laboratories')",621511,Medical Laboratories,794.75,1.0,100,10045,16522,326437,17362428,51947027,0.00243461985008,0.306337823225,0.0079475
"('621512', 'Diagnostic Imaging Centers')",621512,Diagnostic Imaging Centers,918.095,1.0,88,19160,24153,259357,16054024,49584811,0.00353988903326,0.339300655082,0.0104328977273
"('6216', 'Home Health Care Services')",6216,Home Health Care Services,398.34,1.0,89,58652,76542,2599941,62772800,130333750,0.000153211169023,0.0342315460235,0.00447573033708
"('62161', 'Home Health Care Services')",62161,Home Health Care Services,3762.16,3.0,209,58652,76542,2599941,62772800,130333750,0.00144701745155,0.0803864395384,0.0180007655502
"('621610', 'Home Health Care Services')",621610,Home Health Care Services,1178.11,2.0,988,58652,76542,2599941,62772800,130333750,0.000453129513324,0.380008623273,0.00119241902834
"('6219', 'Other Ambulatory Health Care Services')",6219,Other Ambulatory Health Care Services,5218.61,6.0,19,21982,29777,699988,24241423,69495188,0.00745528494774,0.027143322457,0.274663684211
"('62191', 'Ambulance Services')",62191,Ambulance Services,3185.87,8.0,109,11145,14307,384696,11354794,27492129,0.00828152619211,0.283340611808,0.0292281651376
"('621910', 'Ambulance Services')",621910,Ambulance Services,949.73,2.0,539,11145,14307,384696,11354794,27492129,0.0024687805436,1.40110632811,0.00176202226345
"('62199', 'All Other Ambulatory Health Care Services')",62199,All Other Ambulatory Health Care Services,821.64,1.0,31,10860,15470,315292,12886629,42003059,0.00260596526395,0.098321555891,0.026504516129
"('621991', 'Blood and Organ Banks')",621991,Blood and Organ Banks,0.0,0.0,40,1221,3306,161524,6122541,20955812,,0.247641217404,
"('621999', 'All Other Miscellaneous Ambulatory Health Care Services')",621999,All Other Miscellaneous Ambulatory Health Care Services,346.83,2.0,197,9650,12164,153526,6764088,21047247,0.00225909617915,1.28317027735,0.00176055837563
"('6221', 'General Medical and Surgical Hospitals')",6221,General Medical and Surgical Hospitals,0.0,0.0,140,8294,12722,10397745,492917930,1333413624,,0.0134644579185,
"('62211', 'General Medical and Surgical Hospitals')",62211,General Medical and Surgical Hospitals,0.0,0.0,234,8294,12722,10397745,492917930,1333413624,,0.0225048796638,
"('622110', 'General Medical and Surgical Hospitals')",622110,General Medical and Surgical Hospitals,0.0,0.0,948,8294,12722,10397745,492917930,1333413624,,0.0911736150483,
"('6222', 'Psychiatric and Substance Abuse Hospitals')",6222,Psychiatric and Substance Abuse Hospitals,0.0,0.0,8,1511,1877,484559,21848884,40077038,,0.0165098574167,
"('62221', 'Psychiatric and Substance Abuse Hospitals')",62221,Psychiatric and Substance Abuse Hospitals,0.0,0.0,21,1511,1877,484559,21848884,40077038,,0.043338375719,
"('622210', 'Psychiatric and Substance Abuse Hospitals')",622210,Psychiatric and Substance Abuse Hospitals,0.0,0.0,105,1511,1877,484559,21848884,40077038,,0.216691878595,
"('6223', 'Specialty (except Psychiatric and Substance Abuse) Hospitals')",6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,414.4,1.0,15,1833,3114,467130,22070388,55742478,0.000887119217348,0.0321109755314,0.0276266666667
"('62231', 'Specialty (except Psychiatric and Substance Abuse) Hospitals')",62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,907.3,1.0,19,1833,3114,467130,22070388,55742478,0.00194228587331,0.0406739023398,0.0477526315789
"('622310', 'Specialty (except Psychiatric and Substance Abuse) Hospitals')",622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,128.105,1.0,78,1833,3114,467130,22070388,55742478,0.000274238434697,0.166977072763,0.00164237179487
"('6231', 'Nursing Care Facilities')",6231,Nursing Care Facilities,376.185,2.0,376,26702,44803,4070292,106451386,233983663,9.24221161528e-05,0.0923766648683,0.00100049202128
"('62311', 'Nursing Care Facilities')",62311,Nursing Care Facilities,1974.33,3.0,675,26702,44803,4070292,106451386,233983663,0.000485058565823,0.165835768048,0.00292493333333
"('623110', 'Nursing Care Facilities')",623110,Nursing Care Facilities,416.84,1.0,2778,26702,44803,4070292,106451386,233983663,0.000102410343042,0.6825063165,0.000150050395968
"('6232', 'Residential Mental Retardation, Mental Health and Substance Abuse Facilities')",6232,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",2409.96,2.0,185,29379,87548,1468016,32331812,65537347,0.00164164423276,0.126020424846,0.0130268108108
"('62321', 'Residential Mental Retardation Facilities')",62321,Residential Mental Retardation Facilities,5445.89,4.0,286,18885,67712,1095804,22616714,44333692,0.00496976649109,0.260995579501,0.0190415734266
"('623210', 'Residential Mental Retardation Facilities')",623210,Residential Mental Retardation Facilities,2073.89,2.0,594,18885,67712,1095804,22616714,44333692,0.00189257385445,0.542067742041,0.0034913973064
"('62322', 'Residential Mental Health and Substance Abuse Facilities')",62322,Residential Mental Health and Substance Abuse Facilities,3035.17,2.0,125,11127,19836,372212,9715098,21203655,0.00815441200176,0.33583011832,0.02428136
"('623220', 'Residential Mental Health and Substance Abuse Facilities')",623220,Residential Mental Health and Substance Abuse Facilities,994.335,1.0,292,11127,19836,372212,9715098,21203655,0.0026714211256,0.784499156395,0.00340525684932
"('6233', 'Community Care Facilities for the Elderly')",6233,Community Care Facilities for the Elderly,3930.12,3.0,149,54447,66444,1806242,37968534,98723693,0.0021758546197,0.0824917148422,0.0263766442953
"('62331', 'Community Care Facilities for the Elderly')",62331,Community Care Facilities for the Elderly,1699.685,2.0,406,54447,66444,1806242,37968534,98723693,0.000941006243903,0.224776082053,0.00418641625616
"('623311', 'Continuing Care Retirement Communities')",623311,Continuing Care Retirement Communities,311.505,1.0,360,11143,14536,961043,21983808,55628825,0.00032413221885,0.374593020291,0.000865291666667
"('623312', 'Homes for the Elderly')",623312,Homes for the Elderly,2819.98,2.0,1049,43675,51908,845199,15984726,43094868,0.00333646868962,1.24112782907,0.00268825548141
"('6239', 'Other Residential Care Facilities')",6239,Other Residential Care Facilities,260.085,1.0,194,12961,20538,436627,11172267,23223180,0.000595668614172,0.444315170615,0.0013406443299
"('62399', 'Other Residential Care Facilities')",62399,Other Residential Care Facilities,2164.0,2.0,385,12961,20538,436627,11172267,23223180,0.0049561754083,0.881759488076,0.00562077922078
"('623990', 'Other Residential Care Facilities')",623990,Other Residential Care Facilities,1263.785,2.0,960,12961,20538,436627,11172267,23223180,0.00289442705101,2.19867300923,0.00131644270833
"('6241', 'Individual and Family Services')",6241,Individual and Family Services,433.25,1.0,67,153743,197756,3183367,70271825,186962640,0.000136098037078,0.0210468978286,0.00646641791045
"('62411', 'Child and Youth Services')",62411,Child and Youth Services,2833.51,2.0,53,27562,34748,488481,12870885,35200568,0.00580065550144,0.10849961411,0.0534624528302
"('624110', 'Child and Youth Services')",624110,Child and Youth Services,967.9,2.0,220,27562,34748,488481,12870885,35200568,0.00198144861315,0.450375756682,0.00439954545455
"('62412', 'Services for the Elderly and Persons with Disabilities')",62412,Services for the Elderly and Persons with Disabilities,0.0,0.0,119,53629,66110,1517088,27633738,65909400,,0.0784397477272,
